gadget,product,sku,variant title,action
accessory,Navy Blue Magsafe Cover & Case for iPhone (All Models),WM-i13Mini-NB,iPhone 13 Mini,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13P/PM-Blu,iPhone 13 Pro/ 13 Pro Max / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229809959,iPhone 15 Pro/ 15 Pro Max / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn14P/PM-Slv,iPhone 14 Pro/ 14 Pro Max / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn16/Pls-S,iPhone 16/ 16 Plus / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13/Mini-Blu,iPhone 13/ 13 Mini / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229842727,iPhone 15 Pro/ 15 Pro Max / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230498087,iPhone 14/ 14 Plus / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn15P/PM-SLV,iPhone 15 Pro/ 15 Pro Max / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229646119,iPhone 16/ 16 Plus / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPHn13P/PM-Gld,iPhone 13 Pro/ 13 Pro Max / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230629159,iPhone 13 Pro/ 13 Pro Max / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229711655,iPhone 16/ 16 Plus / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230596391,iPhone 13 Pro/ 13 Pro Max / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230334247,iPhone 14/ 14 Plus / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn15P/PM-BU,iPhone 15 Pro/ 15 Pro Max / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230399783,iPhone 14/ 14 Plus / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn14P/PM-Gld,iPhone 14 Pro/ 14 Pro Max / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn15/Pls-Pnk,iPhone 15/ 15 Plus / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229449511,iPhone 16 Pro/ 16 Pro Max / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn16/Pls-B,iPhone 16/ 16 Plus / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn15/Pls-Slv,iPhone 15/ 15 Plus / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230792999,iPhone 13/ 13 Mini / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPHn14/Pls-Pnk,iPhone 14/ 14 Plus / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13P/PM-Slv,iPhone 13 Pro/ 13 Pro Max / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230104871,iPhone 15/ 15 Plus / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn14P/PM-Blk,iPhone 14 Pro/ 14 Pro Max / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13/Mini-Slv,iPhone 13/ 13 Mini / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13/Mini-Blk,iPhone 13/ 13 Mini / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn15P/PM-BlK,iPhone 15 Pro/ 15 Pro Max / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn16/Pls-G,iPhone 16/ 16 Plus / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13/Mini-Pnk,iPhone 13/ 13 Mini / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229416743,iPhone 16 Pro/ 16 Pro Max / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn15/Pls-Grn,iPhone 15/ 15 Plus / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229351207,iPhone 16 Pro/ 16 Pro Max / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn16P/PM-B,iPhone 16 Pro/ 16 Pro Max / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn16P/PM-G,iPhone 16 Pro/ 16 Pro Max / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230203175,iPhone 14 Pro/ 14 Pro Max / Green,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn14/Pls-Blk,iPhone 14/ 14 Plus / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13/Mini-Gld,iPhone 13/ 13 Mini / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229941031,iPhone 15/ 15 Plus / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HRiPn16P/PM-S,iPhone 16 Pro/ 16 Pro Max / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn13P/PM-Blk,iPhone 13 Pro/ 13 Pro Max / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230235943,iPhone 14 Pro/ 14 Pro Max / Pink,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229908263,iPhone 15 Pro/ 15 Pro Max / Gold,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn14/Pls-Slv,iPhone 14/ 14 Plus / Silver,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013230137639,iPhone 14 Pro/ 14 Pro Max / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,SKU-50013229547815,iPhone 16/ 16 Plus / Blue,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,New Hexa Ring For iPhone Models,HR-iPhn15/Pls-Blk,iPhone 15/ 15 Plus / Black,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SA26,Samsung Galaxy A26,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS25,Samsung Galaxy S25,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS24FE,Samsung Galaxy S24 FE,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SA56,Samsung Galaxy A56,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS23U,Samsung Galaxy S23 Ultra,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS25U,Samsung Galaxy S25 Ultra,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SA36,Samsung Galaxy A36,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SA16,Samsung Galaxy A16,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS24U,Samsung Galaxy S24 Ultra,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS23,Samsung Galaxy S23,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS24,Samsung Galaxy S24,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for Samsung,WM-SS25E,Samsung Galaxy S25 Edge,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-iph7/8P,iPhone 7/8P,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-iXSM,iPhone XS Max,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i11Pro,iPhone 11 Pro,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i16Pls,iPhone 16 Plus,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i13PM,iPhone 13 Pro Max,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i14PM,iPhone 14 Pro Max,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i12,iPhone 12,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i16,iPhone 16,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-iPnXR,iPhone XR,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i15Pls,iPhone 15 Plus,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i14Pls,iPhone 14 Plus,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i12Pro,iPhone 12 Pro,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i15PM,iPhone 15 Pro Max,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i16E,iPhone 16E,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i16PM,iPhone 16 Pro Max,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i11PM,iPhone 11 Pro Max,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-iPnX,iPhone X,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i16Pro,iPhone 16 Pro,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-iPhn7/8G,iPhone 7/8G,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i15,iPhone 15,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i12PM,iPhone 12 Pro Max,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i12Mini,iPhone 12 Mini,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i13,iPhone 13,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i13Mini,iPhone 13 Mini,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i15Pro,iPhone 15 Pro,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i13Pro,iPhone 13 Pro,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i14,iPhone 14,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-iPn11,iPhone 11,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-iPnXS,iPhone XS,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
accessory,Transparent Magsafe Cover & Case for iPhone (All Models),WM-i14Pro,iPhone 14 Pro,"ACCESSORY — phone cases, not skins. Needs its own product type and shot."
console,Ceramic Marble PS 5 3D Finish Skin,CM12P,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,Justice League PS5 3D Finish Skin,LC-PS-16,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,One Piece Team PS5 3D Finish Skin,OPT03P,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,Super Mario Play Station 5 3D Finish Skin,LC-PS-21,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,Super Thunder Sportscar PS 5 3D Finish Skin,LC-PS-24,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,The Batman Signal PS 5 3D Finish Skin,TBS16P,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,The Origin Of Batman PS 5 3D Finish Skin,LC-PS-13,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,Ultimate Spiderman PS5 3D Finish Skin,LC-PS-27,Default Title,NO VIEW CODE and title does not say the view — decide the view first
console,Xbox Series S Stylish Blue Abstract Colour Lines Matte Finish Skin,R-37-XBSC1,Console + 1 Controller,NO VIEW CODE and title does not say the view — decide the view first
console,Xbox Series S Stylish Blue Abstract Colour Lines Matte Finish Skin,R-37-XBSC2,Console + 2 Controller,NO VIEW CODE and title does not say the view — decide the view first
console,Xbox Series S Stylish Blue Abstract Colour Lines Matte Finish Skin,R-37-XBS,Console,NO VIEW CODE and title does not say the view — decide the view first
console,Xbox Series X Yellow And Grey Zig Zag Matte Finish Skin,R-10-XBXCL1,Console + 1 Controller,NO VIEW CODE and title does not say the view — decide the view first
console,Yellow And Grey Zig Zag Play Station 5 Matte Finish Skin,TCP127PS,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy 100 Dollar Currency Matte Membrane Laptop Skin,LP-T-12,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy AMG Merc Brand Logos Matte Membrane Laptop Skin,LP-T-11,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy Bluish Jujutsu Kaisen Eye  Matte Membrane Laptop Skin,LP-T-20,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy Deer Silhoutte Hills Matte Membrane Laptop Skin,LP-T-13,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy F1 Lover Matte Membrane Laptop Skin,LP-T-17,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy FEAR WILL FIND YOU Matte Membrane Laptop Skin,LP-T-15,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy Focus Goals & Success Matte Membrane Laptop Skin,LP-T-21,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy LONDON STREETS Matte Membrane Laptop Skin,LP-T-14,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy Luxury BrandeD Matte Membrane Laptop Skin,LP-T-16,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy Travel The World Matte Membrane Laptop Skin,LP-T-19,Default Title,NO VIEW CODE and title does not say the view — decide the view first
laptop,Tranzy Triangle Abstract Sober Membrane Laptop Skin,LP-T-18,Default Title,NO VIEW CODE and title does not say the view — decide the view first
tablet,Classy Sober Matte Finish Skin For iPad/Tablet,SKU-49126619971879,With Front Bezel and Charger ( Add Rs 150 ),NO VIEW CODE and title does not say the view — decide the view first
tablet,Green Camo 3D Textured Finish Skin For iPad/Tablet,SKU-49126929563943,With Front Bezel and Charger ( Add Rs 150 ),NO VIEW CODE and title does not say the view — decide the view first
tablet,White Marble Pattern 3D Textured Finish Skin For iPad/Tablet,SKU-49126752616743,With Front Bezel and Charger ( Add Rs 150 ),NO VIEW CODE and title does not say the view — decide the view first
charger,Black Honeycomb 3D Textured Skin For Charger,CH-R-105,Default Title,RENAME SKU to <design>-CH
charger,Crazy Mask 3D Textured Skin For Charger,CH-R-12,Default Title,RENAME SKU to <design>-CH
charger,Green Funky Doodles 3D Embossed Skin For Charger,S-065-1,Default Title,RENAME SKU to <design>-CH
laptop,Art PVC Wall 3D Textured Laptop Skin,LP-15,Only Top,RENAME SKU to <design>-LP
laptop,Art PVC Wall 3D Textured Laptop Skin,L-3d-16,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Deadpool Fun 3D Textured Laptop Skin,LP-3d-11,Only Top,RENAME SKU to <design>-LP
laptop,Deadpool Fun 3D Textured Laptop Skin,L-3d-12,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Group Of Funny And Smile Cartoons Matte Finish Latest Laptop Skin,LP-M-03,Only Top,RENAME SKU to <design>-LP
laptop,Group Of Funny And Smile Cartoons Matte Finish Latest Laptop Skin,L-M-04,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Itachi Poster Anime 3D Textured Laptop Skin,L-3d-21,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Itachi Poster Anime 3D Textured Laptop Skin,LP-3d-20,Only Top,RENAME SKU to <design>-LP
laptop,Kamado Tanjiro Demon Slayer Anime 3D Textured Laptop Skin,LP-3d-28,Only Top,RENAME SKU to <design>-LP
laptop,Kamado Tanjiro Demon Slayer Anime 3D Textured Laptop Skin,L-3d-29,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Marvel Entertainment Logo 3D Textured Laptop Skin,L-3d-14,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Marvel Entertainment Logo 3D Textured Laptop Skin,LP-3d-13,Only Top,RENAME SKU to <design>-LP
laptop,Naruto sunset Forest 3D Ambossed Laptop Skin,L-3d-06,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Naruto sunset Forest 3D Ambossed Laptop Skin,LP-3D-05,Only Top,RENAME SKU to <design>-LP
laptop,New Adventure Begin 3D Textured Laptop Skin,LP-3d-08,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,New Adventure Begin 3D Textured Laptop Skin,LP-3d-07,Only Top,RENAME SKU to <design>-LP
laptop,Poster of Giyu Tomioka Demon Slayer Anime 3D Textured Laptop Skin,LP-3d-30,Only Top,RENAME SKU to <design>-LP
laptop,Poster of Giyu Tomioka Demon Slayer Anime 3D Textured Laptop Skin,LP-3d-31,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Roronoa Zoro One Piece Anime 3D Textured Laptop Skin,LP-3d-22,Only Top,RENAME SKU to <design>-LP
laptop,Roronoa Zoro One Piece Anime 3D Textured Laptop Skin,LP-3d-23,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Satoru Gojo Anime 3D Textured Laptop Skin,LP-3d-26,Only Top,RENAME SKU to <design>-LP
laptop,Satoru Gojo Anime 3D Textured Laptop Skin,L-3d-27,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Scrooge McDuck With Bitcoin 3D Textured Laptop Skin,LP-3d-24,Only Top,RENAME SKU to <design>-LP
laptop,Scrooge McDuck With Bitcoin 3D Textured Laptop Skin,L-3d-25,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Yin Yang Magnet Paint 3D Textured Laptop Skin,L-3d-10,Top + Keyboard Area,RENAME SKU to <design>-LPK
laptop,Yin Yang Magnet Paint 3D Textured Laptop Skin,LP-3d-09,Only Top,RENAME SKU to <design>-LP
tablet,Classy Sober Matte Finish Skin For iPad/Tablet,SKU-49126619939111,Only Back,RENAME SKU to <design>-IPAD
tablet,Green Camo 3D Textured Finish Skin For iPad/Tablet,SKU-49126929531175,Only Back,RENAME SKU to <design>-IPAD
tablet,White Marble Pattern 3D Textured Finish Skin For iPad/Tablet,SKU-49126752583975,Only Back,RENAME SKU to <design>-IPAD
console,Abstract Colour Paints Matte Finish Controller Skin,R-43-CLO,For Xbox One,WRONG GADGET — move product to gadget type 'controller'
console,Abstract Colour Paints Matte Finish Controller Skin,R-43-CLS,For Xbox S,WRONG GADGET — move product to gadget type 'controller'
console,Abstract Colour Paints Matte Finish Controller Skin,R-43-CLX,For Xbox X,WRONG GADGET — move product to gadget type 'controller'
console,Blue And Orange Paint Design Matte Finish Controller Skin,R-45-CLX,For Xbox X,WRONG GADGET — move product to gadget type 'controller'
console,Blue And Orange Paint Design Matte Finish Controller Skin,R-45-CLS,For Xbox S,WRONG GADGET — move product to gadget type 'controller'
console,Blue And Orange Paint Design Matte Finish Controller Skin,R-45-CLO,For Xbox One,WRONG GADGET — move product to gadget type 'controller'
console,Colourful Doodles Matte Finish Controller Skin,R-05-CLX,For Xbox X,WRONG GADGET — move product to gadget type 'controller'
console,Colourful Doodles Matte Finish Controller Skin,R-05-CLO,For Xbox One,WRONG GADGET — move product to gadget type 'controller'
console,Colourful Doodles Matte Finish Controller Skin,R-05-CLS,For Xbox S,WRONG GADGET — move product to gadget type 'controller'
console,Colourful Liquid Paint Matte Finish Controller Skin,R-49-CLX,For Xbox X,WRONG GADGET — move product to gadget type 'controller'
console,Colourful Liquid Paint Matte Finish Controller Skin,R-49-CLO,For Xbox One,WRONG GADGET — move product to gadget type 'controller'
console,Colourful Liquid Paint Matte Finish Controller Skin,R-49-CLS,For Xbox S,WRONG GADGET — move product to gadget type 'controller'
console,I Don't Care Matte Finish Controller Skin,R-38-CLS,For Xbox S,WRONG GADGET — move product to gadget type 'controller'
console,I Don't Care Matte Finish Controller Skin,R-38-CLO,For Xbox One,WRONG GADGET — move product to gadget type 'controller'
console,I Don't Care Matte Finish Controller Skin,R-38-CLX,For Xbox X,WRONG GADGET — move product to gadget type 'controller'
console,Zig Zag Line Pattern Matte Finish Controller Skin,R-40-CLX,For Xbox X,WRONG GADGET — move product to gadget type 'controller'
console,Zig Zag Line Pattern Matte Finish Controller Skin,R-40-CLS,For Xbox S,WRONG GADGET — move product to gadget type 'controller'
console,Zig Zag Line Pattern Matte Finish Controller Skin,R-40-CLO,For Xbox One,WRONG GADGET — move product to gadget type 'controller'
